,synset_offset,lex_filenum,ss_type,w_cnt,word with lex_id,p_cnt,ptr,f_cnt,frame,gloss
10303,02067540,38,v,01,"[['course', '2']]",002,"[['@', '01912159', 'v', '0000'], ['+', '09387222', 'n', '0103']]",2,"[['08', '00'], ['11', '00']]","swiftly through or over; ""ships coursing the Atlantic"""
10304,02067689,38,v,01,"[['flow', '2']]",005,"[['>', '02066939', 'v', '0000'], ['+', '13482330', 'n', '0101'], ['+', '00329227', 'n', '0101'], ['+', '15277730', 'n', '0101'], ['+', '07405893', 'n', '0101']]",2,"[['08', '00'], ['11', '00']]","to flow; ""The artist flowed the washes on the paper"""
10305,02067889,38,v,02,"[['waste', '0'], ['run_off', '4']]",003,"[['@', '02066939', 'v', '0000'], ['+', '07407272', 'n', '0202'], ['+', '14856263', 'n', '0101']]",2,"[['01', '00'], ['04', '00']]","off as waste; ""The water wastes back into the ocean"""
10306,02068062,38,v,01,"[['spin', '0']]",002,"[['@', '02070466', 'v', '0000'], ['~', '02047263', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","in jets, of liquids; ""The creek spun its course through the woods"""
10307,02068223,38,v,01,"[['run_down', '2']]",001,"[['@', '02066939', 'v', '0000']]",1,"[['01', '00']]","downward; ""The water ran down"""
10308,02068324,38,v,01,"[['pump', '2']]",001,"[['@', '02068413', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]",intermittently
10309,02068413,38,v,04,"[['spurt', '1'], ['spirt', '1'], ['gush', '0'], ['spout', '0']]",011,"[['@', '02069248', 'v', '0000'], ['+', '04287153', 'n', '0401'], ['+', '04287351', 'n', '0401'], ['+', '02072953', 'n', '0401'], ['+', '07439570', 'n', '0302'], ['+', '03471030', 'n', '0301'], ['+', '07436100', 'n', '0204'], ['+', '07436100', 'n', '0103'], ['~', '02068324', 'v', '0000'], ['~', '02068745', 'v', '0000'], ['~', '02068877', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","forth in a sudden stream or jet; ""water gushed forth"""
10310,02068745,38,v,01,"[['blow', 'c']]",002,"[['@', '02068413', 'v', '0000'], ['+', '00835501', 'n', '0101']]",1,"[['01', '00']]","moist air from the blowhole; ""The whales blew"""
10311,02068877,38,v,01,"[['whoosh', '0']]",001,"[['@', '02068413', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","or squirt out; ""Oil whooshed up when the drill hit the well"""
10312,02069014,38,v,02,"[['hiss', '0'], ['whoosh', '1']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]",with a whooshing sound
10313,02069120,38,v,02,"[['woosh', '0'], ['whoosh', '2']]",001,"[['@', '01850315', 'v', '0000']]",1,"[['08', '00']]","with a sibilant sound; ""He whooshed the doors open"""
10314,02069248,38,v,01,"[['pour', '2']]",003,"[['@', '02066939', 'v', '0000'], ['~', '02068413', 'v', '0000'], ['~', '02069396', 'v', '0000']]",1,"[['04', '00']]","in a spurt; ""Water poured all over the floor"""
10315,02069396,38,v,01,"[['regurgitate', '0']]",002,"[['@', '02069248', 'v', '0000'], ['+', '07406474', 'n', '0101']]",1,"[['04', '00']]","or rush back; ""The blood regurgitates into the heart ventricle"""
10316,02069551,38,v,01,"[['pour', '3']]",008,"[['>', '02066939', 'v', '0000'], ['@', '01850315', 'v', '0000'], ['^', '01202374', 'v', '0105'], ['~', '01541803', 'v', '0000'], ['~', '01611516', 'v', '0000'], ['~', '01853440', 'v', '0000'], ['~', '02069788', 'v', '0000'], ['~', '02070296', 'v', '0000']]",2,"[['08', '00'], ['21', '00']]","to run; ""pour water over the floor"""
10317,02069788,38,v,02,"[['effuse', '0'], ['pour_out', '2']]",001,"[['@', '02069551', 'v', '0000']]",1,"[['08', '00']]","out; ""effused brine"""
10318,02069888,38,v,02,"[['spill', '0'], ['run_out', '0']]",005,"[['@', '02066939', 'v', '0000'], ['+', '00329619', 'n', '0101'], ['+', '15049594', 'n', '0101'], ['$', '01542207', 'v', '0000'], ['~', '02072159', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","run or fall out and become lost; ""The milk spilled across the floor""; ""The wine spilled onto the table"""
10319,02070150,38,v,03,"[['spill_over', '1'], ['spill_out', '0'], ['pour_out', '1']]",001,"[['@', '02028366', 'v', '0000']]",1,"[['22', '00']]","disgorged; ""The crowds spilled out into the streets"""
10320,02070296,38,v,03,"[['decant', '0'], ['pour', '4'], ['pour_out', '0']]",003,"[['@', '02069551', 'v', '0000'], ['+', '02960903', 'n', '0102'], ['+', '00935608', 'n', '0101']]",2,"[['08', '00'], ['21', '00']]","out; ""the sommelier decanted the wines"""
10321,02070466,38,v,02,"[['stream', '0'], ['well_out', '0']]",005,"[['@', '02066939', 'v', '0000'], ['+', '00329227', 'n', '0102'], ['+', '07406765', 'n', '0102'], ['+', '09448361', 'n', '0101'], ['~', '02068062', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","freely and abundantly; ""Tears streamed down her face"""
10322,02070679,38,v,01,"[['stream', '1']]",002,"[['@', '01902783', 'v', '0000'], ['+', '14005892', 'n', '0101']]",1,"[['04', '00']]","extend, wave or float outward, as if in the wind; ""their manes streamed like stiff black pennants in the wind"""
10323,02070874,38,v,03,"[['trickle', '0'], ['dribble', '0'], ['filter', '0']]",003,"[['@', '02066939', 'v', '0000'], ['+', '07432559', 'n', '0102'], ['~', '02071627', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","or flow slowly, as in drops or in an unsteady stream; ""water trickled onto the lawn from the broken hose""; ""reports began to dribble in"""
10324,02071142,38,v,01,"[['drip', '0']]",004,"[['$', '01611516', 'v', '0000'], ['@', '01970826', 'v', '0000'], ['+', '07432559', 'n', '0101'], ['+', '07673249', 'n', '0101']]",2,"[['01', '00'], ['04', '00']]","in drops; ""Water is dripping from the faucet"""
10325,02071316,38,v,02,"[['cascade', '0'], ['cascade_down', '0']]",002,"[['@', '01970826', 'v', '0000'], ['+', '09236957', 'n', '0101']]",1,"[['01', '00']]","down in big quantities, like a cascade"
10326,02071457,38,v,02,"[['drain', '0'], ['run_out', '1']]",003,"[['@', '02066939', 'v', '0000'], ['+', '00396029', 'n', '0102'], ['+', '03231912', 'n', '0101']]",1,"[['04', '00']]","off gradually; ""The rain water drains into this big vat"""
10327,02071627,38,v,02,"[['leach', '0'], ['percolate', '0']]",004,"[['@', '02070874', 'v', '0000'], ['+', '14997888', 'n', '0201'], ['+', '13534274', 'n', '0201'], ['+', '13506587', 'n', '0101']]",2,"[['01', '00'], ['04', '00']]","or penetrate gradually; ""the fertilizer leached into the ground"""
10328,02071837,38,v,01,"[['leach', '1']]",003,"[['>', '02071627', 'v', '0000'], ['@', '00173338', 'v', '0000'], ['+', '13506587', 'n', '0101']]",1,"[['11', '00']]",(a liquid) to leach or percolate
10329,02071974,38,v,02,"[['seep', '0'], ['ooze', '0']]",004,"[['@', '02066939', 'v', '0000'], ['+', '07432119', 'n', '0202'], ['+', '07432119', 'n', '0203'], ['+', '07432119', 'n', '0101']]",1,"[['04', '00']]",gradually or leak through or as if through small openings
10330,02072159,38,v,05,"[['overflow', '0'], ['overrun', '0'], ['well_over', '0'], ['run_over', '0'], ['brim_over', '0']]",006,"[['*', '02066939', 'v', '0000'], ['@', '02069888', 'v', '0000'], ['+', '00914343', 'n', '0202'], ['+', '07407272', 'n', '0101'], ['+', '00329819', 'n', '0102'], ['~', '02072394', 'v', '0000']]",1,"[['01', '00']]",or run over (a limit or brim)
10331,02072394,38,v,01,"[['geyser', '0']]",002,"[['@', '02072159', 'v', '0000'], ['+', '09288635', 'n', '0101']]",1,"[['01', '00']]",overflow like a geyser
10332,02072501,38,v,02,"[['edge', '0'], ['inch', '0']]",003,"[['@', '01992503', 'v', '0000'], ['+', '13649791', 'n', '0201'], ['^', '02017937', 'v', '0101']]",2,"[['04', '00'], ['22', '00']]","slowly, as if by inches; ""He edged towards the car"""
10333,02072673,38,v,03,"[['ratchet', '0'], ['rachet_up', '0'], ['ratchet_down', '0']]",002,"[['@', '01992503', 'v', '0000'], ['+', '04055180', 'n', '0101']]",1,"[['04', '00']]","by degrees in one direction only; ""a ratcheting lopping tool"""
10334,02072849,38,v,09,"[['elapse', '0'], ['lapse', '0'], ['pass', '3'], ['slip_by', '0'], ['glide_by', '0'], ['slip_away', '0'], ['go_by', '0'], ['slide_by', '0'], ['go_along', '2']]",003,"[['@', '01992503', 'v', '0000'], ['+', '15271417', 'n', '0201'], ['~', '02073065', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","by; ""three years elapsed"""
10335,02073065,38,v,03,"[['fly', '6'], ['fell', '9'], ['vanish', '5']]",002,"[['$', '00153061', 'v', '0000'], ['@', '02072849', 'v', '0000']]",1,"[['01', '00']]","away rapidly; ""Time flies like an arrow""; ""Time fleeing beneath him"""
10336,02073233,38,v,03,"[['break', '2'], ['break_out', '0'], ['break_away', '1']]",004,"[['$', '02030764', 'v', '0000'], ['@', '02074677', 'v', '0000'], ['+', '00059989', 'n', '0202'], ['+', '00059989', 'n', '0101']]",4,"[['02', '00'], ['04', '00'], ['22', '00'], ['08', '01']]","away or escape suddenly; ""The horses broke from the stable""; ""Three inmates broke jail""; ""Nobody can break out--this prison is high security"""
10337,02073545,38,v,04,"[['shake', '4'], ['shake_off', '0'], ['throw_off', '0'], ['escape_from', '0']]",001,"[['@', '02074677', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","rid of; ""I couldn't shake the car that was following me"""
10338,02073714,38,v,07,"[['abscond', '0'], ['bolt', '2'], ['absquatulate', '0'], ['decamp', '1'], ['run_off', '2'], ['go_off', '0'], ['make_off', '0']]",006,"[['@', '02075462', 'v', '0000'], ['+', '00055633', 'n', '0402'], ['+', '00204943', 'n', '0201'], ['+', '00055633', 'n', '0101'], ['+', '09755241', 'n', '0101'], ['~', '02074093', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","away; usually includes taking something or somebody along; ""The thief made off with our silver""; ""the accountant absconded with the cash from the safe"""
10339,02074093,38,v,01,"[['levant', '0']]",001,"[['@', '02073714', 'v', '0000']]",1,"[['02', '00']]",off without paying a debt
10340,02074186,38,v,02,"[['elope', '0'], ['run_off', '3']]",002,"[['@', '02075462', 'v', '0000'], ['+', '00058608', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]","away secretly with one's beloved; ""The young couple eloped and got married in Las Vegas"""
10341,02074377,38,v,03,"[['elude', '0'], ['evade', '0'], ['bilk', '0']]",005,"[['@', '02074677', 'v', '0000'], ['+', '00059127', 'n', '0201'], ['+', '00149262', 'a', '0101'], ['+', '00059376', 'n', '0102'], ['+', '00059376', 'n', '0103']]",2,"[['09', '00'], ['10', '00']]","either physically or mentally; ""The thief eluded the police""; ""This difficult idea seems to evade her""; ""The event evades explanation"""
10342,02074677,38,v,03,"[['escape', '0'], ['get_away', '0'], ['break_loose', '0']]",011,"[['@', '02075462', 'v', '0000'], ['+', '00060201', 'n', '0201'], ['+', '00173283', 'n', '0101'], ['+', '00058743', 'n', '0101'], ['+', '10062905', 'n', '0101'], ['~', '02073233', 'v', '0000'], ['~', '02073545', 'v', '0000'], ['~', '02074377', 'v', '0000'], ['~', '02076280', 'v', '0000'], ['~', '02100476', 'v', '0000'], ['~', '02599004', 'v', '0000']]",3,"[['01', '00'], ['02', '00'], ['22', '00']]","away from confinement; ""The convicted murderer escaped from a high security prison"""
10343,02075049,38,v,0d,"[['scat', '0'], ['run', '4'], ['scarper', '0'], ['turn_tail', '0'], ['lam', '0'], ['run_away', '0'], ['hightail_it', '0'], ['bunk', '0'], ['head_for_the_hills', '0'], ['take_to_the_woods', '0'], ['escape', '2'], ['fly_the_coop', '0'], ['break_away', '0']]",005,"[['@', '02009433', 'v', '0000'], ['+', '10115082', 'n', '0602'], ['+', '00060201', 'n', '0502'], ['~', '02075462', 'v', '0000'], ['~', '02075764', 'v', '0000']]",3,"[['01', '00'], ['02', '00'], ['22', '00']]","take to one's heels; cut and run; ""If you see this man, run!""; ""The burglars escaped before the police showed up"""
10344,02075462,38,v,03,"[['flee', '0'], ['fly', '3'], ['take_flight', '0']]",010,"[['@', '02075049', 'v', '0000'], ['+', '00058743', 'n', '0102'], ['+', '10115082', 'n', '0103'], ['~', '02030764', 'v', '0000'], ['~', '02056300', 'v', '0000'], ['~', '02073714', 'v', '0000'], ['~', '02074186', 'v', '0000'], ['~', '02074677', 'v', '0000'], ['~', '02092907', 'v', '0000'], ['~', '02584097', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","away quickly; ""He threw down his gun and fled"""
10345,02075764,38,v,01,"[['skedaddle', '0']]",001,"[['@', '02075049', 'v', '0000']]",1,"[['02', '00']]","away, as if in a panic"
10346,02075857,38,v,02,"[['take', '5'], ['make', '5']]",001,"[['@', '01935233', 'v', '0000']]",1,"[['22', '00']]","into a specified direction; ""The escaped convict took to the hills""; ""We made for the mountains"""
10347,02076027,38,v,05,"[['slip_away', '1'], ['steal_away', '0'], ['sneak_away', '0'], ['sneak_off', '0'], ['sneak_out', '0']]",001,"[['@', '02009433', 'v', '0000']]",1,"[['02', '00']]","furtively and stealthily; ""The lecture was boring and many students slipped out when the instructor turned towards the blackboard"""
10348,02076280,38,v,01,"[['slip', '5']]",004,"[['@', '02074677', 'v', '0000'], ['+', '00170710', 'n', '0101'], ['^', '02072849', 'v', '0104'], ['^', '02076027', 'v', '0101']]",2,"[['04', '00'], ['22', '00']]","smoothly and easily; ""the bolt slipped into place""; ""water slipped from the polished marble"""
10349,02076501,38,v,01,"[['slip', 'c']]",002,"[['>', '02076280', 'v', '0000'], ['@', '01850315', 'v', '0000']]",3,"[['20', '00'], ['21', '00'], ['22', '00']]","to move with a smooth or sliding motion; ""he slipped the bolt into place"""
10350,02076676,38,v,03,"[['vacate', '0'], ['empty', '0'], ['abandon', '0']]",002,"[['@', '02009433', 'v', '0000'], ['+', '01087977', 'a', '0101']]",2,"[['08', '00'], ['11', '00']]","behind empty; move out of; ""You must vacate your office by tonight"""
10351,02076857,38,v,02,"[['decamp', '2'], ['break_camp', '0']]",002,"[['@', '02008396', 'v', '0000'], ['+', '00055227', 'n', '0101']]",1,"[['02', '00']]","a camp; ""The hikers decamped before dawn"""
10352,02076999,38,v,01,"[['eject', '0']]",002,"[['@', '02015598', 'v', '0000'], ['+', '00116687', 'n', '0103']]",2,"[['02', '00'], ['22', '00']]","an aircraft rapidly, using an ejection seat or capsule"
10353,02077148,38,v,02,"[['expand', '0'], ['spread_out', '1']]",009,"[['@', '00230746', 'v', '0000'], ['+', '00947264', 'a', '0103'], ['+', '00844263', 'a', '0103'], ['+', '00947264', 'a', '0102'], ['+', '00844263', 'a', '0102'], ['+', '00946499', 'a', '0101'], ['!', '00240571', 'v', '0102'], ['~', '02077430', 'v', '0000'], ['~', '02077546', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","in one or more directions; ""The dough expands"""
10354,02077430,38,v,01,"[['dispread', '0']]",001,"[['@', '02077148', 'v', '0000']]",1,"[['08', '00']]","abroad or out; ""The sun dispread its beams"""
10355,02077546,38,v,01,"[['bush_out', '0']]",001,"[['@', '02077148', 'v', '0000']]",1,"[['01', '00']]","outward; ""the plant quickly bushed out"""
10356,02077656,38,v,03,"[['bring', '0'], ['convey', '0'], ['take', 'a']]",021,"[['$', '01433294', 'v', '0000'], ['$', '01434140', 'v', '0000'], ['@', '01449974', 'v', '0000'], ['*', '01849221', 'v', '0000'], ['+', '09962789', 'n', '0201'], ['+', '03100897', 'n', '0203'], ['+', '00315986', 'n', '0205'], ['^', '01993926', 'v', '0102'], ['^', '01981036', 'v', '0103'], ['^', '01973125', 'v', '0105'], ['^', '01974062', 'v', '0105'], ['^', '02157100', 'v', '0102'], ['^', '02157100', 'v', '0103'], ['~', '01433674', 'v', '0000'], ['~', '01853696', 'v', '0000'], ['~', '01949674', 'v', '0000'], ['~', '02078294', 'v', '0000'], ['~', '02079525', 'v', '0000'], ['~', '02079679', 'v', '0000'], ['~', '02079933', 'v', '0000'], ['~', '02087156', 'v', '0000']]",6,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00'], ['20', '00'], ['21', '00']]","something or somebody with oneself somewhere; ""Bring me the box from the other room""; ""Take these letters to the boss""; ""This brings me to the main point"""
10357,02078294,38,v,03,"[['return', 'c'], ['take_back', '3'], ['bring_back', '0']]",002,"[['@', '02077656', 'v', '0000'], ['+', '00328015', 'n', '0101']]",3,"[['08', '00'], ['15', '00'], ['21', '00']]",back to the point of departure
10358,02078453,38,v,01,"[['track', '2']]",002,"[['@', '02078591', 'v', '0000'], ['+', '09387222', 'n', '0102']]",1,"[['21', '00']]","on the feet and deposit; ""track mud into the house"""
10359,02078591,38,v,02,"[['bring_in', '0'], ['introduce', '0']]",003,"[['~', '00413704', 'v', '0000'], ['~', '02078453', 'v', '0000'], ['~', '02078855', 'v', '0000']]",3,"[['08', '00'], ['09', '00'], ['11', '00']]","in a new person or object into a familiar environment; ""He brought in a new judge""; ""The new secretary introduced a nasty rumor"""
10360,02078855,38,v,01,"[['insinuate', '0']]",001,"[['@', '02078591', 'v', '0000']]",1,"[['09', '00']]","or insert (oneself) in a subtle manner; ""He insinuated himself into the conversation of the people at the nearby table"""
10361,02079051,38,v,01,"[['interpose', '0']]",001,"[['@', '01618693', 'v', '0000']]",1,"[['08', '00']]","""God interposed death"""
10362,02079151,38,v,01,"[['church', '0']]",003,"[['@', '02374764', 'v', '0000'], ['+', '03028079', 'n', '0101'], ['+', '01032368', 'n', '0102']]",1,"[['09', '00']]","a special church rite or service for; ""church a woman after childbirth"""
10363,02079330,38,v,01,"[['carry_over', '1']]",001,"[['@', '01953810', 'v', '0000']]",4,"[['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","from one place or state to another; ""Adam would have been carried over into the life eternal"""
10364,02079525,38,v,01,"[['tube', '0']]",003,"[['@', '02077656', 'v', '0000'], ['+', '05246511', 'n', '0101'], ['+', '04493505', 'n', '0102']]",1,"[['08', '00']]","in a tube; ""inside Paris, they used to tube mail"""
10365,02079679,38,v,01,"[['whisk', '0']]",001,"[['@', '02077656', 'v', '0000']]",2,"[['20', '00'], ['21', '00']]","somewhere quickly; ""The President was whisked away in his limo"""
10366,02079818,38,v,01,"[['whisk', '1']]",001,"[['@', '01835496', 'v', '0000']]",1,"[['02', '00']]","quickly and nimbly; ""He whisked into the house"""
10367,02079933,38,v,06,"[['impart', '0'], ['conduct', '0'], ['transmit', '0'], ['convey', '2'], ['carry', '3'], ['channel', '1']]",017,"[['$', '02741357', 'v', '0000'], ['@', '02077656', 'v', '0000'], ['+', '06260121', 'n', '0601'], ['+', '06259898', 'n', '0601'], ['+', '11501230', 'n', '0502'], ['+', '00318735', 'n', '0501'], ['+', '06251781', 'n', '0301'], ['+', '00121366', 'n', '0302'], ['+', '00557813', 'a', '0201'], ['+', '11512818', 'n', '0201'], ['+', '14821043', 'n', '0201'], ['+', '03088707', 'n', '0201'], ['$', '01061017', 'v', '0000'], ['~', '02080482', 'v', '0000'], ['~', '02080652', 'v', '0000'], ['~', '02080783', 'v', '0000'], ['~', '02080924', 'v', '0000']]",2,"[['08', '00'], ['21', '00']]","or serve as the medium for transmission; ""Sound carries well over water""; ""The airwaves carry the sound""; ""Many metals conduct heat"""
10368,02080482,38,v,01,"[['wash_up', '0']]",002,"[['$', '00423257', 'v', '0000'], ['@', '02079933', 'v', '0000']]",2,"[['10', '00'], ['11', '00']]","somewhere (of water or current or waves); ""The tide washed up the corpse"""
10369,02080652,38,v,01,"[['pipe_in', '0']]",001,"[['@', '02079933', 'v', '0000']]",2,"[['08', '00'], ['21', '00']]","in through pipes; ""Music was piped into the offices"""
10370,02080783,38,v,01,"[['bring_in', '1']]",001,"[['@', '02079933', 'v', '0000']]",1,"[['08', '00']]","""The microphone brought in the sounds from the room next to mine"""
10371,02080924,38,v,01,"[['retransmit', '0']]",001,"[['@', '02079933', 'v', '0000']]",1,"[['08', '00']]",again
10372,02081006,38,v,01,"[['peregrinate', '0']]",002,"[['@', '01843055', 'v', '0000'], ['+', '00296478', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]","around, through, or over, especially on foot; ""peregrinate the bridge"""
10373,02081178,38,v,02,"[['clear', '0'], ['top', '0']]",005,"[['@', '02049696', 'v', '0000'], ['+', '08617963', 'n', '0204'], ['+', '08663354', 'n', '0201'], ['+', '05090111', 'n', '0101'], ['~', '02094922', 'v', '0000']]",2,"[['08', '00'], ['11', '00']]","by, over, or under without making contact; ""the balloon cleared the tree tops"""
10374,02081410,38,v,01,"[['pronate', '0']]",003,"[['@', '01907258', 'v', '0000'], ['+', '05292468', 'n', '0101'], ['+', '00343091', 'n', '0101']]",1,"[['02', '00']]",the forearm or the hand so that the palm is directed downwards
10375,02081578,38,v,01,"[['leave_behind', '0']]",003,"[['*', '02009433', 'v', '0000'], ['$', '00360092', 'v', '0000'], ['~', '02081795', 'v', '0000']]",4,"[['01', '00'], ['08', '00'], ['09', '00'], ['11', '00']]","and not take along; ""He left behind all his possessions when he moved to Europe"""
10376,02081795,38,v,03,"[['outdistance', '0'], ['outstrip', '0'], ['distance', '0']]",001,"[['@', '02081578', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]","far ahead of; ""He outdistanced the other runners"""
10377,02081946,38,v,08,"[['start', '3'], ['protrude', '0'], ['pop', '0'], ['pop_out', '1'], ['bulge', '0'], ['bulge_out', '0'], ['bug_out', '0'], ['come_out', '0']]",005,"[['@', '00140967', 'v', '0000'], ['+', '13894434', 'n', '0501'], ['+', '00944848', 'a', '0202'], ['+', '01353226', 'a', '0201'], ['+', '13894434', 'n', '020a']]",1,"[['01', '00']]","outward; ""His eyes popped"""
10378,02082181,38,v,01,"[['career', '0']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['04', '00'], ['22', '00']]","headlong at high speed; ""The cars careered down the road""; ""The mob careered through the streets"""
10379,02082355,38,v,03,"[['revolve_around', '0'], ['circle_around', '0'], ['circle_round', '0']]",001,"[['@', '01911339', 'v', '0000']]",1,"[['11', '00']]","around in a circular motion; ""The Earth revolves around the Sun"""
10380,02082527,38,v,01,"[['circuit', '0']]",003,"[['@', '01835496', 'v', '0000'], ['+', '08616985', 'n', '0101'], ['+', '00310666', 'n', '0102']]",2,"[['02', '00'], ['22', '00']]","a circuit; ""They were circuiting about the state"""
10381,02082690,38,v,03,"[['spread', '0'], ['scatter', '2'], ['spread_out', '4']]",012,"[['@', '02043190', 'v', '0000'], ['+', '00369138', 'n', '0201'], ['+', '05088324', 'n', '0201'], ['+', '00369138', 'n', '0202'], ['+', '00367976', 'n', '0101'], ['+', '05088324', 'n', '0102'], ['+', '07445896', 'n', '0101'], ['+', '02903204', 'n', '0102'], ['~', '02083087', 'v', '0000'], ['~', '02083237', 'v', '0000'], ['~', '02083396', 'v', '0000'], ['~', '02754855', 'v', '0000']]",2,"[['08', '00'], ['21', '00']]","or distribute over an area; ""He spread fertilizer over the lawn""; ""scatter cards across the table"""
10382,02083087,38,v,02,"[['manure', '0'], ['muck', '0']]",003,"[['@', '02082690', 'v', '0000'], ['+', '14854847', 'n', '0203'], ['+', '14863521', 'n', '0101']]",2,"[['08', '00'], ['21', '00']]","manure, as for fertilization"
10383,02083237,38,v,02,"[['birdlime', '0'], ['lime', '0']]",003,"[['@', '02082690', 'v', '0000'], ['+', '14702703', 'n', '0202'], ['+', '14702703', 'n', '0101']]",2,"[['08', '00'], ['21', '00']]",birdlime on branches to catch birds
10384,02083396,38,v,01,"[['circumfuse', '0']]",001,"[['@', '02082690', 'v', '0000']]",1,"[['08', '00']]",something around something
10385,02083497,38,v,01,"[['collapse', '1']]",004,"[['@', '01277974', 'v', '0000'], ['+', '00465737', 'a', '0101'], ['~', '01436865', 'v', '0000'], ['~', '02083694', 'v', '0000']]",2,"[['01', '00'], ['08', '00']]","or close up; ""fold up your umbrella""; ""collapse the music stand"""
10386,02083694,38,v,01,"[['concertina', '0']]",002,"[['@', '02083497', 'v', '0000'], ['+', '03086670', 'n', '0101']]",1,"[['01', '00']]",like a concertina
10387,02083806,38,v,02,"[['bestir', '0'], ['rouse', '1']]",001,"[['@', '00014549', 'v', '0000']]",1,"[['09', '00']]","active; ""He finally bestirred himself"""
10388,02083923,38,v,02,"[['debouch', '0'], ['march_out', '0']]",001,"[['@', '01996735', 'v', '0000']]",3,"[['01', '00'], ['02', '00'], ['22', '00']]","out (as from a defile) into open ground; ""The regiments debouched from the valley"""
10389,02084104,38,v,02,"[['exteriorize', '0'], ['bring_outside', '0']]",002,"[['@', '01850315', 'v', '0000'], ['+', '00932624', 'n', '0103']]",1,"[['08', '00']]","outside the body for surgery, of organs"
10390,02084252,38,v,01,"[['flurry', '0']]",002,"[['@', '01831531', 'v', '0000'], ['+', '00555138', 'n', '0103']]",2,"[['02', '00'], ['22', '00']]",in an agitated or confused manner
10391,02084380,38,v,01,"[['march', '4']]",005,"[['>', '01919391', 'v', '0000'], ['@', '01907076', 'v', '0000'], ['+', '08428019', 'n', '0101'], ['+', '00290579', 'n', '0101'], ['~', '02084767', 'v', '0000']]",1,"[['09', '00']]","to march; ""The Japanese marched their prisoners through Manchuria"""
10392,02084587,38,v,01,"[['march', 'a']]",003,"[['@', '01906823', 'v', '0000'], ['+', '08428019', 'n', '0101'], ['+', '00290579', 'n', '0101']]",1,"[['08', '00']]","to march or go at a marching pace; ""They marched the mules into the desert"""
10393,02084767,38,v,01,"[['frogmarch', '0']]",001,"[['@', '02084380', 'v', '0000']]",1,"[['09', '00']]",a person against his will by any method
10394,02084879,38,v,01,"[['gutter', '0']]",001,"[['@', '02066939', 'v', '0000']]",2,"[['01', '00'], ['04', '00']]","in small streams; ""Tears guttered down her face"""
10395,02085004,38,v,01,"[['hare', '0']]",002,"[['@', '01926311', 'v', '0000'], ['+', '02326432', 'n', '0101']]",4,"[['01', '00'], ['02', '00'], ['04', '00'], ['22', '00']]","quickly, like a hare; ""He hared down the hill"""
10396,02085158,38,v,01,"[['lance', '0']]",001,"[['@', '01835496', 'v', '0000']]",4,"[['01', '00'], ['02', '00'], ['04', '00'], ['22', '00']]","quickly, as if by cutting one's way; ""Planes lanced towards the shore"""
10397,02085320,38,v,01,"[['mantle', '0']]",002,"[['@', '02060141', 'v', '0000'], ['+', '09223725', 'n', '0102']]",2,"[['01', '00'], ['04', '00']]","over a surface, like a mantle"
10398,02085446,38,v,02,"[['outflank', '0'], ['go_around', '0']]",001,"[['@', '01835496', 'v', '0000']]",2,"[['08', '00'], ['09', '00']]",around the flank of (an opposing army)
10399,02085573,38,v,01,"[['propagate', '1']]",003,"[['@', '01835496', 'v', '0000'], ['+', '11512992', 'n', '0101'], ['$', '01436139', 'v', '0000']]",1,"[['01', '00']]","through the air; ""sound and light propagate in this medium"""
10400,02085742,38,v,01,"[['dock', '0']]",008,"[['@', '02016523', 'v', '0000'], ['+', '03216828', 'n', '0102'], ['+', '03216828', 'n', '0101'], ['+', '03933529', 'n', '0104'], ['+', '10655169', 'n', '0104'], ['+', '00052146', 'n', '0101'], ['!', '02085971', 'v', '0101'], ['~', '01305361', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","into dock; ""the ship docked"""
10401,02085971,38,v,01,"[['undock', '0']]",002,"[['@', '02015598', 'v', '0000'], ['!', '02085742', 'v', '0101']]",2,"[['01', '00'], ['02', '00']]","out of a dock; ""We docked at noon"""
10402,02086100,38,v,01,"[['upstage', '0']]",002,"[['@', '01850315', 'v', '0000'], ['+', '10740732', 'n', '0101']]",2,"[['09', '00'], ['10', '00']]","upstage, forcing the other actors to turn away from the audience"
